orderid,unitno,modelid,evalcode,asample,prev,preva,oilchangelast,oilhours,PQI,Pb,Al,P,Ca,Zn,Cu,Si,Na,K,Mo,B,Fe,ST,V40,OXI,NIT,SUL
1193,VV,HME Model 1 type 1,A,1,1,1,0,444,3,0,1,914,2503,1059,0,2,3,1,0,0,5,1,106.9,12,5,19
1194,VV,HME Model 1 type 1,A,1,1,1,1,196,5,0,2,895,2453,1034,1,2,0,3,0,0,8,2,108.4,12,6,19
1195,VV,HME Model 1 type 1,A,1,1,1,0,486,2,0,3,1017,2749,1095,1,3,3,1,1,1,10,3,104.9,11,5,18
1196,VV,HME Model 1 type 1,A,1,2,0,1,248,4,0,2,930,2565,1041,2,3,3,2,0,1,14,8,103.5,13,7,20
1197,VV,HME Model 1 type 1,B,0,1,1,0,397,0,0,3,992,2732,1123,2,4,0,2,0,2,16,13,112,14,7,20
1199,VV,HME Model 1 type 1,A,1,1,1,0,467,1,2,0,866,2448,998,2,2,5,3,0,0,13,9,104.9,12,6,19
1200,VV,HME Model 1 type 1,A,1,1,1,1,212,0,0,2,929,2544,1044,0,2,4,2,0,1,8,6,105.1,13,6,19
1201,VV,HME Model 1 type 1,A,1,1,1,0,401,4,1,3,900,2554,1058,2,2,9,2,0,0,14,10,105.6,14,7,22
1202,VV,HME Model 1 type 1,A,1,2,0,1,201,0,1,1,946,2623,1068,2,2,10,2,1,1,8,6,110.1,14,6,20
1203,VV,HME Model 1 type 1,B,0,2,0,0,513,0,3,3,917,2720,1086,6,3,12,3,1,1,20,13,105.2,14,7,20
1204,VV,HME Model 1 type 1,B,0,2,0,1,257,0,1,3,940,2541,1079,2,2,10,2,0,1,9,9,106,14,6,21
1205,VV,HME Model 1 type 1,B,0,2,0,0,440,0,1,3,985,2519,1102,4,2,6,3,0,0,21,19,104,15,8,21
1206,VV,HME Model 1 type 1,B,0,1,1,1,256,0,2,1,953,2467,1073,2,2,7,2,0,0,15,12,104.2,13,7,21
1209,WW,HME Model 1 type 1,C,0,3,0,0,525,0,4,2,937,2658,1091,6,5,8,9,2,2,32,17,115.2,20,10,26
1210,WW,HME Model 1 type 1,C,0,3,0,1,249,0,2,0,941,2626,1090,1,2,6,5,0,0,23,14,116.8,19,9,25
1211,WW,HME Model 1 type 1,C,0,3,0,0,570,0,5,2,962,2658,1111,2,3,11,15,2,0,31,19,121.5,19,9,26
1212,WW,HME Model 1 type 1,C,0,3,0,1,283,0,1,2,790,2175,950,0,2,2,5,0,0,18,14,116.6,15,8,24
1213,WW,HME Model 1 type 1,C,0,3,0,0,484,1,3,4,945,2685,1101,2,5,8,17,3,2,35,22,121.2,20,10,27
1214,WW,HME Model 1 type 1,C,0,3,0,1,178,2,1,2,944,2584,1076,0,3,8,18,3,2,18,11,116.5,14,7,21
1215,WW,HME Model 1 type 1,C,0,3,0,0,488,0,4,1,945,2736,1117,3,3,6,10,2,2,35,25,125.7,18,9,25
1216,WW,HME Model 1 type 1,C,0,3,0,1,245,0,1,2,888,2444,1036,0,2,5,10,3,3,18,13,118.8,18,9,24
1217,WW,HME Model 1 type 1,C,0,3,0,0,505,1,3,2,952,2683,1095,2,4,15,45,6,5,34,23,122.9,19,10,26
1218,WW,HME Model 1 type 1,C,0,3,0,1,241,0,2,2,959,2615,1076,3,2,4,5,1,4,21,10,117.6,18,9,23
1219,WW,HME Model 1 type 1,C,0,3,0,0,495,3,6,2,993,2765,1150,2,3,7,15,3,7,36,21,123.4,22,11,27
1220,WW,HME Model 1 type 1,C,0,3,0,1,231,0,0,2,1006,2719,1117,0,3,0,17,3,7,17,11,116.2,17,8,23
1221,WW,HME Model 1 type 1,C,0,3,0,0,437,4,3,2,962,2502,1073,1,2,6,9,2,5,25,14,115.3,17,8,24
1222,WW,HME Model 1 type 1,C,0,3,0,1,227,0,1,1,881,2402,1044,1,2,6,3,2,6,15,11,115.9,17,8,23
1223,WW,HME Model 1 type 1,C,0,3,0,0,426,0,3,2,956,2611,1075,2,3,5,3,0,0,32,20,119,18,9,23
1224,WW,HME Model 1 type 1,C,0,4,0,1,189,0,1,1,964,2479,1084,0,2,6,3,0,2,13,7,115.9,15,7,22
1225,WW,HME Model 1 type 1,X,0,3,0,1,266,0,7,2,993,2923,1179,3,4,1,3,1,5,43,26,121.6,20,10,26
1226,WW,HME Model 1 type 1,C,0,3,0,1,303,0,2,1,989,2682,1125,5,3,7,5,2,6,25,19,118.6,17,8,24
1227,WW,HME Model 1 type 1,C,0,4,0,0,475,0,4,3,999,2877,1193,2,2,0,3,0,4,31,18,118,17,8,24
1228,WW,HME Model 1 type 1,X,0,3,0,1,247,2,4,2,976,2650,1090,2,2,1,3,0,3,28,18,112.6,17,9,25
1229,WW,HME Model 1 type 1,C,0,3,0,0,565,2,12,2,1018,2861,1139,2,3,5,2,1,1,40,26,110.6,20,10,26
1230,WW,HME Model 1 type 1,C,0,2,0,1,296,0,3,2,1068,2923,1193,1,2,2,2,0,1,20,15,110.2,16,8,23
1231,WW,HME Model 1 type 1,B,0,2,0,0,485,0,1,1,990,2844,1158,2,0,0,0,1,1,26,20,112,17,9,23
1232,WW,HME Model 1 type 1,B,0,2,0,1,204,3,1,1,967,2652,1103,0,1,1,2,0,0,12,12,108.7,14,7,20
1233,WW,HME Model 1 type 1,B,0,2,0,0,482,0,1,2,966,2587,1050,2,2,3,3,1,0,18,19,109.9,15,8,21
1234,WW,HME Model 1 type 1,B,0,2,0,1,262,0,1,1,945,2618,1083,0,1,0,0,1,1,11,12,109.3,14,7,21
1236,WW,HME Model 1 type 1,B,0,1,1,0,205,0,1,1,948,2565,1103,1,2,0,2,0,0,11,8,107.6,12,6,20
1237,WW,HME Model 1 type 1,A,1,2,0,1,135,0,0,1,937,2475,1043,0,3,0,3,0,0,7,4,108.4,12,5,18
1238,WW,HME Model 1 type 1,B,0,2,0,0,472,0,2,2,920,2646,1095,2,2,0,2,0,2,22,22,105.5,13,7,20
1239,WW,HME Model 1 type 1,B,0,2,0,1,234,0,2,2,831,2318,969,2,2,0,0,0,1,12,12,114.8,12,6,20
1240,WW,HME Model 1 type 1,B,0,2,0,0,455,0,2,0,922,2562,1043,3,1,2,1,2,2,25,22,106.3,13,7,20
1241,WW,HME Model 1 type 1,B,0,2,0,1,201,3,1,2,921,2533,1048,2,3,2,3,1,2,12,11,110,12,5,18
1242,WW,HME Model 1 type 1,B,0,2,0,0,486,1,2,2,911,2556,1046,3,3,4,2,0,1,26,16,110.2,11,6,19
1243,WW,HME Model 1 type 1,B,0,2,0,1,251,0,1,2,878,2396,1005,14,2,4,1,0,0,13,11,105.5,12,6,20
1244,WW,HME Model 1 type 1,B,0,2,0,0,599,0,3,2,945,2389,1045,9,3,12,2,0,0,24,16,100.2,13,6,19
1245,WW,HME Model 1 type 1,B,0,2,0,1,328,0,3,2,959,2438,1070,9,3,15,2,1,1,10,8,102.6,12,5,18
1247,WW,HME Model 1 type 1,B,0,3,0,1,427,0,0,1,928,2436,1035,1,1,8,2,0,1,16,31,95.8,14,6,18
1248,WW,HME Model 1 type 1,C,0,2,0,0,220,0,1,2,924,2535,1090,3,2,8,2,1,1,24,41,112,14,7,22
1249,WW,HME Model 1 type 1,B,0,3,0,1,218,0,0,0,950,2504,1073,1,1,8,2,0,1,12,21,109.9,12,6,20
1252,XX,HME Model 1 type 1,B,0,3,0,0,526,0,2,2,943,2696,1134,3,3,8,4,1,2,29,17,112.7,19,9,26
1253,XX,HME Model 1 type 1,C,0,2,0,1,264,0,2,2,944,2589,1084,2,2,6,3,0,0,22,10,113.9,19,9,25
1254,XX,HME Model 1 type 1,B,0,3,0,0,442,0,1,1,853,2468,1007,3,2,3,4,0,0,25,14,114.8,18,9,24
1255,XX,HME Model 1 type 1,C,0,2,0,1,259,0,2,2,943,2676,1094,2,2,3,2,0,1,22,10,114.3,19,10,26
1256,XX,HME Model 1 type 1,B,0,3,0,0,586,4,7,2,900,2816,1073,3,3,8,10,2,3,34,15,121.9,18,9,24
1257,XX,HME Model 1 type 1,C,0,2,0,1,300,6,2,1,916,2789,1132,3,2,3,2,1,1,21,13,117,18,9,24
1258,XX,HME Model 1 type 1,B,0,2,0,0,498,10,4,2,892,2396,1023,3,3,0,2,1,3,25,10,116.3,20,9,25
1259,XX,HME Model 1 type 1,B,0,2,0,1,226,3,1,1,797,2281,1005,2,2,2,1,1,2,13,9,114.8,15,8,21
1260,XX,HME Model 1 type 1,B,0,3,0,0,435,0,1,2,1020,2877,1155,3,4,6,4,0,3,27,14,121.5,20,10,27
1261,XX,HME Model 1 type 1,C,0,3,0,1,218,0,1,2,881,2450,1042,2,3,4,3,0,0,15,8,117,20,9,25
1262,XX,HME Model 1 type 1,C,0,3,0,0,439,0,2,2,1034,2943,1168,3,4,0,2,0,4,35,13,123.8,22,10,28
1263,XX,HME Model 1 type 1,C,0,3,0,1,289,1,1,1,916,2503,1079,2,2,6,3,0,3,17,13,116.8,19,9,25
1264,XX,HME Model 1 type 1,C,0,3,0,0,516,0,7,2,943,2711,1147,5,3,6,3,2,2,36,22,115.2,25,12,30
1265,XX,HME Model 1 type 1,C,0,3,0,1,245,0,4,1,1075,2908,1213,3,2,3,2,1,2,18,7,115.9,17,8,23
1266,XX,HME Model 1 type 1,C,0,3,0,0,494,0,15,2,952,2672,1131,6,4,5,2,0,2,30,13,122,19,9,25
1267,XX,HME Model 1 type 1,C,0,3,0,1,233,0,2,1,870,2422,1040,3,3,0,2,0,3,17,7,113.5,16,8,22
1268,XX,HME Model 1 type 1,C,0,3,0,0,484,0,7,0,996,2779,1152,7,2,6,2,0,4,22,12,117.8,18,8,24
1269,XX,HME Model 1 type 1,C,0,3,0,1,268,0,3,2,1036,2973,1251,10,3,0,3,2,5,21,12,117.2,18,8,24
1270,XX,HME Model 1 type 1,C,0,3,0,0,492,0,12,2,979,2936,1173,25,3,5,2,1,4,33,18,122.7,22,10,27
1271,XX,HME Model 1 type 1,C,0,3,0,1,205,23,1,2,1009,2894,1122,10,2,5,2,2,3,14,8,110.1,16,8,22
1272,XX,HME Model 1 type 1,C,0,2,0,0,509,0,13,1,972,2840,1148,36,4,2,2,1,1,28,16,114.5,20,9,26
1273,XX,HME Model 1 type 1,B,0,2,0,1,263,0,2,1,993,2667,1110,12,2,0,3,0,1,15,8,112.8,16,8,22
1274,XX,HME Model 1 type 1,B,0,2,0,0,479,0,9,1,966,2699,1107,37,1,4,2,1,1,25,16,114.1,20,9,25
1275,XX,HME Model 1 type 1,B,0,3,0,1,215,0,3,1,937,2532,1067,16,1,0,0,0,0,12,8,111.3,16,8,22
1276,XX,HME Model 1 type 1,C,0,3,0,0,515,0,19,2,997,3019,1238,56,2,0,0,2,1,34,21,116.1,22,10,27
1277,XX,HME Model 1 type 1,C,0,3,0,1,281,0,4,1,890,2577,1051,31,2,5,8,2,2,16,10,111.5,16,8,24
1278,XX,HME Model 1 type 1,C,0,2,0,0,477,0,6,2,937,2871,1143,72,3,2,0,0,0,22,16,111.8,18,8,24
1279,XX,HME Model 1 type 1,B,0,3,0,1,215,0,0,1,932,2589,1099,17,2,0,0,0,0,9,8,108,15,7,21
1280,XX,HME Model 1 type 1,C,0,2,0,0,454,0,2,2,1014,2992,1211,67,2,0,2,0,2,21,16,108.4,16,8,24
1281,XX,HME Model 1 type 1,B,0,2,0,1,238,1,2,2,932,2640,1095,44,2,2,1,0,2,12,7,107.1,12,6,19
1284,XX,HME Model 1 type 1,B,0,1,1,0,500,0,4,2,956,2797,1127,321,3,6,2,0,0,22,12,110.5,14,7,21
1285,XX,HME Model 1 type 1,A,1,2,0,1,258,0,0,1,1025,2668,1109,8,2,3,2,0,0,9,5,108.8,14,6,20
1286,XX,HME Model 1 type 1,B,0,3,0,0,452,0,5,0,987,2832,1124,23,2,11,3,0,0,24,14,113.9,16,8,23
1287,XX,HME Model 1 type 1,C,0,2,0,1,133,0,1,2,928,2650,1085,3,2,13,2,0,1,11,6,111.9,14,7,21
1288,XX,HME Model 1 type 1,B,0,2,0,0,462,0,3,0,939,2604,1066,5,2,10,2,0,0,17,8,112.8,13,7,20
1289,XX,HME Model 1 type 1,B,0,2,0,1,223,0,1,0,995,2699,1066,2,2,11,1,0,0,8,5,107.8,13,6,19
1290,XX,HME Model 1 type 1,B,0,2,0,0,483,0,1,1,924,2572,1086,2,2,14,2,0,1,10,6,99.9,14,7,20
1291,XX,HME Model 1 type 1,B,0,3,0,1,297,0,1,0,940,2523,1059,3,2,8,2,1,1,13,9,106.4,13,7,21
1294,YY,HME Model 1 type 1,C,0,3,0,1,307,0,2,2,879,2553,1025,6,4,8,6,1,2,26,7,118.8,18,9,23
1295,YY,HME Model 1 type 1,C,0,3,0,0,570,5,9,3,999,2870,1133,7,4,6,0,0,1,45,10,125.5,18,9,24
1296,YY,HME Model 1 type 1,C,0,3,0,1,286,0,2,2,892,2573,1045,5,3,6,2,0,0,24,6,120.3,18,9,24
1297,YY,HME Model 1 type 1,C,0,2,0,0,506,7,3,2,850,2603,1028,12,3,0,2,0,1,34,11,126.1,22,10,25
1298,YY,HME Model 1 type 1,B,0,2,0,1,266,0,2,2,859,2495,1004,6,3,4,4,3,1,18,6,118.8,17,8,22
1299,YY,HME Model 1 type 1,B,0,2,0,0,562,2,3,2,845,2614,993,13,4,4,2,0,2,30,9,121.7,16,8,22
1300,YY,HME Model 1 type 1,B,0,3,0,1,276,0,0,2,903,2606,1038,7,1,3,2,1,2,19,5,119.3,17,8,22
1301,YY,HME Model 1 type 1,C,0,3,0,0,433,7,4,3,811,2358,994,21,4,0,3,3,4,34,13,124.8,21,10,25
1302,YY,HME Model 1 type 1,C,0,3,0,1,175,3,1,2,901,2456,1016,10,3,2,2,1,3,15,5,115.9,14,7,20
1303,YY,HME Model 1 type 1,C,0,2,0,0,574,0,8,3,912,2852,1103,35,5,3,3,1,4,41,16,124.8,19,10,24
1304,YY,HME Model 1 type 1,B,0,2,0,1,288,39,1,2,842,2306,1029,13,4,2,1,0,1,13,5,115,15,7,21
1305,YY,HME Model 1 type 1,B,0,2,0,0,502,0,4,2,893,2753,1080,50,3,8,3,0,3,27,11,123.2,18,9,25
1306,YY,HME Model 1 type 1,B,0,3,0,1,252,6,1,2,858,2411,996,15,2,2,2,1,3,14,5,115.6,15,7,22
1307,YY,HME Model 1 type 1,C,0,2,0,0,470,0,4,2,849,2592,1043,48,4,6,4,1,1,28,13,117.7,18,9,24
1308,YY,HME Model 1 type 1,B,0,2,0,1,223,0,2,2,902,2497,1033,15,4,4,2,0,1,16,5,113.9,15,7,20
1309,YY,HME Model 1 type 1,B,0,2,0,0,525,0,6,2,914,2884,1092,57,4,5,3,0,3,28,15,116.8,18,9,24
1310,YY,HME Model 1 type 1,B,0,2,0,1,249,0,2,0,962,2659,1072,17,3,4,3,0,3,13,4,113.2,14,6,19
1311,YY,HME Model 1 type 1,B,0,2,0,0,497,0,4,2,876,2719,1054,54,3,4,2,1,1,21,11,118.8,16,8,21
1312,YY,HME Model 1 type 1,B,0,3,0,1,268,0,2,2,924,2663,1055,21,3,4,3,0,2,13,6,115.3,15,7,21
1313,YY,HME Model 1 type 1,C,0,2,0,0,520,1,4,2,892,2696,1037,94,3,0,2,0,2,23,13,110.1,17,8,22
1314,YY,HME Model 1 type 1,B,0,2,0,1,238,0,0,1,938,2769,1112,44,3,3,3,0,1,14,6,107,14,7,20
1315,YY,HME Model 1 type 1,B,0,2,0,0,525,0,1,1,976,3069,1151,82,0,0,0,2,1,20,13,114.5,15,8,21
1316,YY,HME Model 1 type 1,B,0,2,0,1,223,1,0,0,937,2619,1055,12,1,4,5,0,1,8,3,107.4,13,6,20
1317,YY,HME Model 1 type 1,B,0,2,0,0,463,11,0,1,983,2651,1092,16,5,0,0,0,0,8,2,112.9,13,5,20
1318,YY,HME Model 1 type 1,B,0,2,0,1,250,3,1,1,860,2523,1011,20,2,1,3,1,1,11,6,109,13,7,21
1319,YY,HME Model 1 type 1,B,0,2,0,0,520,0,2,2,877,2768,1035,55,3,4,3,0,0,22,15,110,14,7,21
1320,YY,HME Model 1 type 1,B,0,2,0,1,291,0,1,1,898,2605,1033,13,2,5,4,0,0,12,9,108.9,13,7,20
1321,YY,HME Model 1 type 1,B,0,2,0,0,448,2,2,2,866,2619,1029,23,3,0,3,0,0,18,17,110.6,15,8,22
1322,YY,HME Model 1 type 1,B,0,2,0,1,255,0,0,2,920,2682,1013,10,2,2,0,0,1,12,9,110.6,13,7,20
1323,YY,HME Model 1 type 1,B,0,2,0,0,474,0,2,3,806,2521,987,19,4,0,2,1,2,21,17,112.2,14,8,21
1324,YY,HME Model 1 type 1,B,0,2,0,1,252,1,0,2,909,2646,1033,9,6,1,2,1,2,14,9,108.3,13,6,19
1325,YY,HME Model 1 type 1,B,0,2,0,0,491,0,2,3,872,2688,1034,28,4,2,2,0,1,23,19,113.9,13,7,19
1326,YY,HME Model 1 type 1,B,0,2,0,1,251,0,1,2,859,2462,996,23,2,3,0,0,0,12,9,111.4,13,7,19
1327,YY,HME Model 1 type 1,B,0,2,0,0,548,0,3,2,932,2713,1058,95,2,5,2,0,0,24,21,112.8,15,8,21
1328,YY,HME Model 1 type 1,B,0,2,0,1,236,3,0,2,921,2582,1041,13,2,11,3,0,1,10,8,110.2,12,6,19
1329,YY,HME Model 1 type 1,B,0,2,0,0,492,0,3,2,889,2694,1048,38,2,8,1,0,1,19,17,111.8,15,8,22
1330,YY,HME Model 1 type 1,B,0,2,0,1,226,0,2,0,943,2672,1049,14,2,10,2,0,0,10,7,109.9,13,6,20
1331,YY,HME Model 1 type 1,B,0,2,0,0,498,0,2,2,964,2790,1114,57,4,12,1,1,1,27,17,109.7,16,8,23
1332,YY,HME Model 1 type 1,B,0,2,0,1,296,1,1,2,859,2386,976,25,3,8,2,1,1,15,9,109,13,6,20
1333,YY,HME Model 1 type 1,B,0,2,0,0,412,0,1,0,911,2667,1065,112,2,3,2,0,1,16,16,110.2,14,7,21
1334,YY,HME Model 1 type 1,B,0,2,0,1,155,0,1,1,961,2558,1092,96,1,9,3,0,1,8,5,109.2,12,5,19
1336,ZZ,HME Model 1 type 1,C,0,4,0,1,253,1,1,2,968,2453,1039,1,10,83,219,24,8,20,5,114.9,18,9,24
1337,ZZ,HME Model 1 type 1,X,0,3,0,0,521,12,9,1,1141,2723,1146,9,24,235,555,65,13,47,14,121.3,21,10,28
1338,ZZ,HME Model 1 type 1,C,0,4,0,1,221,0,2,2,937,2345,1023,0,7,51,124,14,5,15,0,114.3,14,6,21
1339,ZZ,HME Model 1 type 1,X,0,3,0,0,549,1,17,3,1157,2935,1235,2,13,119,277,34,11,44,26,121.1,22,11,29
1340,ZZ,HME Model 1 type 1,C,0,3,0,1,276,0,1,2,881,2530,1009,1,10,44,94,12,11,22,12,118.3,15,8,22
1341,ZZ,HME Model 1 type 1,C,0,3,0,0,423,8,4,3,990,2878,1191,4,5,17,24,3,3,37,18,124.5,17,9,24
1342,ZZ,HME Model 1 type 1,C,0,3,0,1,274,3,0,2,958,2727,1108,4,3,16,19,3,3,30,18,124.2,17,8,23
1343,ZZ,HME Model 1 type 1,C,0,3,0,0,484,1,4,3,950,2646,1095,4,4,14,12,3,4,41,23,126.1,21,11,27
1344,ZZ,HME Model 1 type 1,C,0,3,0,1,254,0,2,2,910,2619,1116,2,3,7,6,2,3,21,11,120.4,15,7,21
1345,ZZ,HME Model 1 type 1,C,0,3,0,0,512,0,9,4,1018,2886,1187,5,4,13,6,2,7,48,27,127.2,25,12,29
1346,ZZ,HME Model 1 type 1,C,0,3,0,1,252,1,0,3,1100,3062,1201,3,3,3,7,0,7,30,17,120.1,19,9,25
1347,ZZ,HME Model 1 type 1,C,0,3,0,0,537,3,6,2,993,2589,1112,4,3,10,19,4,5,29,17,122.7,20,9,26
1348,ZZ,HME Model 1 type 1,C,0,3,0,1,289,2,1,2,928,2624,1069,1,3,13,27,4,6,23,16,119.9,18,8,23
1349,ZZ,HME Model 1 type 1,C,0,3,0,0,522,0,6,3,1000,2820,1177,2,4,10,17,3,2,42,23,128.3,21,10,26
1350,ZZ,HME Model 1 type 1,C,0,3,0,1,269,0,1,2,977,2681,1143,1,2,8,8,2,2,27,17,121.3,19,9,25
1351,ZZ,HME Model 1 type 1,C,0,3,0,0,498,0,4,3,996,2703,1148,2,3,4,7,2,5,36,19,121.4,19,9,25
1352,ZZ,HME Model 1 type 1,C,0,4,0,1,257,0,3,2,980,2698,1113,1,3,7,6,2,6,25,16,119.6,18,8,23
1353,ZZ,HME Model 1 type 1,X,0,3,0,0,563,0,9,4,1072,2909,1206,4,3,11,17,3,3,46,29,125.4,23,11,28
1354,ZZ,HME Model 1 type 1,C,0,3,0,1,279,6,2,2,980,2656,1083,2,3,7,15,2,4,26,18,114.3,19,9,24
1355,ZZ,HME Model 1 type 1,C,0,3,0,0,398,0,6,3,1047,3087,1240,3,3,8,13,2,2,41,28,120.3,22,10,27
1356,ZZ,HME Model 1 type 1,C,0,3,0,1,134,0,2,2,932,2534,1056,1,1,2,3,0,1,14,9,114.6,15,7,21
1357,ZZ,HME Model 1 type 1,C,0,2,0,0,532,0,8,3,1141,3355,1347,4,2,0,1,2,1,45,29,121.7,22,11,27
1358,ZZ,HME Model 1 type 1,B,0,3,0,1,242,0,0,2,990,2608,1079,1,0,4,6,1,0,14,10,112.7,15,7,22
1359,ZZ,HME Model 1 type 1,C,0,3,0,0,486,0,2,3,1002,2762,1099,2,3,5,6,2,1,32,27,117.2,19,9,24
1360,ZZ,HME Model 1 type 1,C,0,3,0,1,281,2,1,2,894,2541,1067,1,2,2,5,2,1,24,18,114.5,16,8,24
1361,ZZ,HME Model 1 type 1,C,0,3,0,0,552,0,3,3,989,2823,1129,2,3,4,4,0,0,41,26,117.4,17,10,21
1362,ZZ,HME Model 1 type 1,C,0,3,0,1,289,3,1,2,967,2833,1183,1,2,0,3,0,0,25,11,113.2,14,7,20
1363,ZZ,HME Model 1 type 1,C,0,3,0,0,529,0,0,4,973,2826,1121,2,3,3,3,1,0,38,30,114.9,18,10,25
1364,ZZ,HME Model 1 type 1,C,0,3,0,1,297,1,2,4,967,2745,1114,2,2,2,3,0,2,28,21,113.7,15,8,22
1365,ZZ,HME Model 1 type 1,C,0,2,0,0,423,1,2,4,1060,3015,1203,3,4,0,1,1,2,40,21,116.2,15,8,22
1366,ZZ,HME Model 1 type 1,B,0,2,0,1,160,1,0,1,970,2703,1057,5,2,2,3,1,1,14,12,113.1,13,6,20
1367,ZZ,HME Model 1 type 1,B,0,2,0,0,409,0,2,3,964,2759,1114,6,2,3,4,1,2,26,23,115.5,16,8,23
1368,ZZ,HME Model 1 type 1,B,0,3,0,1,237,0,0,1,638,1761,737,0,1,3,1,0,0,12,11,114.9,13,7,21
1369,ZZ,HME Model 1 type 1,C,0,3,0,0,545,1,4,4,1039,2960,1196,4,3,4,3,0,1,42,25,117.4,17,8,23
1370,ZZ,HME Model 1 type 1,C,0,3,0,1,245,4,1,3,940,2731,1093,2,2,6,2,0,0,20,14,107.7,15,8,24
1371,ZZ,HME Model 1 type 1,C,0,3,0,0,483,0,2,2,1021,2986,1168,3,2,12,2,1,0,34,20,118.1,16,8,23
1372,ZZ,HME Model 1 type 1,C,0,3,0,1,250,0,1,3,1055,2841,1161,2,2,16,3,1,1,21,13,115.4,15,8,22
1373,ZZ,HME Model 1 type 1,C,0,2,0,0,449,0,1,3,1053,2981,1145,4,2,11,2,1,1,32,20,104.7,15,7,21
1374,ZZ,HME Model 1 type 1,B,0,3,0,1,195,0,0,2,945,2493,1053,2,1,8,3,0,1,11,11,98.7,14,6,18
1375,ZZ,HME Model 1 type 1,C,0,2,0,0,447,0,1,4,983,2539,1085,5,2,12,3,1,1,34,22,106.2,15,8,22
1376,ZZ,HME Model 1 type 1,B,0,3,0,1,204,0,0,1,944,2452,1056,3,2,7,2,0,1,14,12,104.6,13,6,20
1378,EE,HME Model 1 type 1,C,0,2,0,0,547,0,5,0,914,2693,1079,1,4,5,2,0,1,25,12,119.8,21,10,26
1379,EE,HME Model 1 type 1,B,0,3,0,1,291,1,2,0,856,2528,1059,0,2,4,2,0,0,14,7,119.9,18,9,23
1380,EE,HME Model 1 type 1,C,0,1,1,0,582,0,5,2,928,2654,1102,2,2,7,2,0,0,21,10,122.6,20,10,26
1381,EE,HME Model 1 type 1,A,1,1,1,1,285,1,0,1,926,2553,1062,0,2,4,2,1,0,8,4,112.8,13,7,21
1382,EE,HME Model 1 type 1,A,1,4,0,0,433,1,0,0,867,2461,1037,0,0,3,2,0,2,3,0,109,13,5,21
1383,EE,HME Model 1 type 1,X,0,2,0,1,231,0,1,0,750,2065,881,4,4,3,2,0,1,6,0,41.3,11,5,17
1384,EE,HME Model 1 type 1,B,0,2,0,0,546,0,1,1,932,2748,1094,6,2,3,2,0,2,28,15,124.6,16,8,22
1385,EE,HME Model 1 type 1,B,0,2,0,1,289,4,0,2,831,2317,976,2,2,0,3,0,2,14,9,119.2,17,8,23
1386,EE,HME Model 1 type 1,B,0,2,0,0,496,0,2,2,834,2453,1061,1,2,2,0,0,2,19,16,124.1,18,9,23
1387,EE,HME Model 1 type 1,B,0,2,0,1,219,0,1,2,944,2612,1093,0,2,2,2,0,3,10,6,119.6,14,7,22
1388,EE,HME Model 1 type 1,B,0,3,0,0,399,1,1,1,863,2411,1039,0,2,2,5,1,3,15,9,120.1,16,7,23
1389,EE,HME Model 1 type 1,C,0,3,0,1,202,1,0,2,1036,2824,1151,0,4,0,1,1,7,16,10,121.2,16,8,22
1390,EE,HME Model 1 type 1,C,0,2,0,0,535,1,3,2,935,2631,1108,2,3,3,2,2,5,27,17,123.2,19,9,26
1391,EE,HME Model 1 type 1,B,0,2,0,1,303,0,3,2,862,2377,969,0,2,0,4,1,7,16,15,120.7,17,8,23
1393,EE,HME Model 1 type 1,B,0,3,0,1,282,0,2,2,887,2629,1090,0,2,0,2,0,3,16,8,117.3,15,7,21
1394,EE,HME Model 1 type 1,C,0,3,0,0,483,0,10,1,1001,2808,1148,2,2,6,2,0,3,28,13,122,17,8,24
1395,EE,HME Model 1 type 1,C,0,3,0,1,220,0,3,2,1007,2660,1115,1,2,4,1,0,3,17,10,117.7,16,8,23
1396,EE,HME Model 1 type 1,C,0,2,0,0,422,0,6,2,1000,2829,1153,2,3,5,3,1,4,21,12,120.9,18,9,25
1397,EE,HME Model 1 type 1,B,0,3,0,1,179,1,1,1,933,2688,1018,1,2,4,2,0,1,11,8,105.7,13,7,19
1398,EE,HME Model 1 type 1,C,0,1,1,0,533,3,11,2,1063,2997,1157,2,2,4,2,0,0,25,13,115.7,20,10,27
1399,EE,HME Model 1 type 1,A,1,1,1,1,268,0,3,2,940,2591,1064,1,1,5,2,0,0,11,7,111.4,15,7,21
1400,EE,HME Model 1 type 1,A,1,1,1,0,473,1,3,1,969,2518,1061,1,1,4,3,0,0,15,11,110.9,15,7,22
1401,EE,HME Model 1 type 1,A,1,1,1,1,214,0,1,1,933,2575,1062,0,1,0,0,0,0,8,4,118.1,13,6,21
1402,EE,HME Model 1 type 1,A,1,2,0,0,528,0,3,2,906,2589,1053,1,2,3,4,2,1,17,14,118.9,15,7,21
1403,EE,HME Model 1 type 1,B,0,2,0,1,268,0,1,1,964,2689,1084,0,2,0,0,2,1,11,9,112.2,14,7,20
1404,EE,HME Model 1 type 1,B,0,2,0,0,535,3,4,2,968,2811,1151,2,3,0,0,0,0,27,20,108.5,15,8,23
1405,EE,HME Model 1 type 1,B,0,2,0,1,257,0,0,1,983,2779,1130,1,2,3,1,0,0,11,7,108,12,6,19
1406,EE,HME Model 1 type 1,B,0,2,0,0,495,0,2,2,888,2328,987,0,4,0,1,0,0,19,14,110.5,12,6,19
